original_name,WPFG,source,chrono
Eucalyptus camaldulensis,ATw,MDFRC_2014,7
Eucalyptus largiflorens,ATw,MDFRC_2014,7
Eucalyptus sp. seedling,ATw,MDFRC_2014,7
Euchiton involucratus,Tda,MDFRC_2014,7
Euchiton japonicus,Tdr,MDFRC_2014,7
Euchiton sphaericus,Tdr,MDFRC_2014,7
Eulalia aurea,Tda,MDFRC_2014,7
Euphorbia peplus,Tda,MDFRC_2014,7
Euphorbia terracina,Tdr,MDFRC_2014,7
Eutaxia microphylla var. microphylla  ,Tdr,MDFRC_2014,7
Exocarpos strictus,Tdr,MDFRC_2014,7
Ficinia nodosa,ATe,MDFRC_2014,7
Fimbristylis aestivalis,ATl,MDFRC_2014,7
Foeniculum vulgare,Tdr,MDFRC_2014,7
Frankenia pauciflora,Tdr,MDFRC_2014,7
Fumaria bastardii,Tdr,MDFRC_2014,7
Fumaria capreolata,Tdr,MDFRC_2014,7
Fumaria muralis,Tdr,MDFRC_2014,7
Fumaria sp.,Tdr,MDFRC_2014,7
Gahnia filum,ATe,MDFRC_2014,7
Galium aparine,Tdr,MDFRC_2014,7
Galium gaudichaudii,Tdr,MDFRC_2014,7
Galium murale,Tdr,MDFRC_2014,7
Galium sp.,Tdr,MDFRC_2014,7
Gazania rigens,Tdr,MDFRC_2014,7
Geococcus pusillus,Tdr,MDFRC_2014,7
Geranium retrorsum,Tda,MDFRC_2014,7
Geranium solanderi,Tdr,MDFRC_2014,7
Geranium sp. Pale pink flowers (M.Gray 5847) Vic. Herbarium,Tdr,MDFRC_2014,7
Glinus lotoides,Tda,MDFRC_2014,7
Glinus oppositifolius,Tda,MDFRC_2014,7
Glossostigma cleistanthum,ATl,MDFRC_2014,7
Glossostigma elatinoides,ATl,MDFRC_2014,7
Glossostigma sp.,ATl,MDFRC_2014,7
Glyceria australis,ATe,MDFRC_2014,7
Glycyrrhiza acanthocarpa,Tda,MDFRC_2014,7
Gnaphalium polycaulon,Tda,MDFRC_2014,7
Goodenia fascicularis,Tdr,MDFRC_2014,7
Goodenia glauca,Tda,MDFRC_2014,7
Goodenia gracilis,Tda,MDFRC_2014,7
Goodenia heteromera,Tda,MDFRC_2014,7
Goodenia pinnatifida,Tdr,MDFRC_2014,7
Goodenia pusilliflora,Tda,MDFRC_2014,7
Gratiola pubescens,Tda,MDFRC_2014,7
Gratiola pumilo,Tda,MDFRC_2014,7
Gunniopsis septifraga,Tdr,MDFRC_2014,7
Haloragis aspera,Tda,MDFRC_2014,7
Haloragis glauca f. glauca,Tda,MDFRC_2014,7
Haloragis sp.,Tda,MDFRC_2014,7
Hedypnois rhagodioloides,Tdr,MDFRC_2014,7
Helichrysum luteoalbum,Tdr,MDFRC_2014,7
Helichrysum rutidolepis,Tda,MDFRC_2014,7
Heliotropium amplexicaule,Tdr,MDFRC_2014,7
Heliotropium curassavicum,Tda,MDFRC_2014,7
Heliotropium europaeum,Tdr,MDFRC_2014,7
Heliotropium supinum,Tda,MDFRC_2014,7
Helminthotheca echioides,Tdr,MDFRC_2014,7
Herniaria cinerea,Tdr,MDFRC_2014,7
Holcus lanatus,Tdr,MDFRC_2014,7
Hordeum glaucum,Tdr,MDFRC_2014,7
Hordeum leporinum,Tdr,MDFRC_2014,7
Hordeum marinum,Tdr,MDFRC_2014,7
Hordeum sp.,Tdr,MDFRC_2014,7
Hordeum vulgare,Tdr,MDFRC_2014,7
Hyalosperma glutinosum subsp. glutinosum,Tdr,MDFRC_2014,7
Hydrocotyle laxiflora,ATl,MDFRC_2014,7
Hydrocotyle verticillata,ATl,MDFRC_2014,7
Hypericum gramineum,Tdr,MDFRC_2014,7
Hypericum perforatum,Tdr,MDFRC_2014,7
Hypochaeris glabra,Tdr,MDFRC_2014,7
Hypochaeris radicata,Tdr,MDFRC_2014,7
Hypoxis glabella var. glabella,Tdr,MDFRC_2014,7
Ipomoea indica,Tdr,MDFRC_2014,7
Isoetopsis graminifolia,Tdr,MDFRC_2014,7
Isolepis australiensis,ATe,MDFRC_2014,7
Isolepis hookeriana,ATe,MDFRC_2014,7
Isolepis platycarpa,ATe,MDFRC_2014,7
Isolepis producta,ATe,MDFRC_2014,7
Juncus acutus,ATe,MDFRC_2014,7
Juncus amabilis,ATe,MDFRC_2014,7
Juncus aridicola,ATe,MDFRC_2014,7
Juncus bufonius,Tda,MDFRC_2014,7
Juncus flavidus,ATe,MDFRC_2014,7
Juncus holoschoenus,ATe,MDFRC_2014,7
Juncus ingens,ATe,MDFRC_2014,7
Juncus kraussii,ATe,MDFRC_2014,7
Juncus pallidus,ATe,MDFRC_2014,7
Juncus semisolidus  ,ATe,MDFRC_2014,7
Juncus subsecundus,Tda,MDFRC_2014,7
Juncus usitatus,ATe,MDFRC_2014,7
Kickxia elatine,Tdr,MDFRC_2014,7
Lachnagrostis filiformis,Tda,MDFRC_2014,7
Lactuca saligna,Tdr,MDFRC_2014,7
Lactuca serriola,Tdr,MDFRC_2014,7
Lactuca sp.,Tdr,MDFRC_2014,7
Lagenophora huegelii,Tdr,MDFRC_2014,7
Lagurus ovatus,Tdr,MDFRC_2014,7
Lamarckia aurea,Tdr,MDFRC_2014,7
Lamprothamnium macro,S,MDFRC_2014,7
Landoltia punctata,ARf,MDFRC_2014,7
Leiocarpa brevicompta,Tda,MDFRC_2014,7
Leiocarpa leptolepis,Tdr,MDFRC_2014,7
Lemna disperma,ARf,MDFRC_2014,7
Lemna sp.,ARf,MDFRC_2014,7
Leontodon saxatilis,Tdr,MDFRC_2014,7
Lepidium africanum,Tdr,MDFRC_2014,7
Lepidium bonariense,Tdr,MDFRC_2014,7
Lepidium fasciculatum,Tdr,MDFRC_2014,7
Lepidium hyssopifolium,Tdr,MDFRC_2014,7
Lepidium papillosum,Tdr,MDFRC_2014,7
Lepidium pseudohyssopifolium,Tdr,MDFRC_2014,7
Lepidium sagittulatum,Tdr,MDFRC_2014,7
Lepidium sp.,Tdr,MDFRC_2014,7
Limonium sinuatum,Tdr,MDFRC_2014,7
Limosella australis,ATl,MDFRC_2014,7
Limosella curdieana,ATl,MDFRC_2014,7
Linum marginale,Tdr,MDFRC_2014,7
Lobelia anceps,ATl,MDFRC_2014,7
Lobelia concolor,ATl,MDFRC_2014,7
Lobelia pratioides,ATl,MDFRC_2014,7
Lolium perenne,Tdr,MDFRC_2014,7
Lolium rigidum,Tdr,MDFRC_2014,7
Lolium sp.,Tdr,MDFRC_2014,7
Lotus corniculatus,Tda,MDFRC_2014,7
Lotus cruentus,Tdr,MDFRC_2014,7
Ludwigia peploides subsp. montevidensis,ARp,MDFRC_2014,7
Lupinus cosentinii,Tdr,MDFRC_2014,7
Lycium ferocissimum,Tdr,MDFRC_2014,7
Lycium sp.,Tdr,MDFRC_2014,7
Lycopus australis,ATe,MDFRC_2014,7
Lythrum hyssopifolia,Tda,MDFRC_2014,7
Lythrum salicaria,Tda,MDFRC_2014,7
Maireana aphylla,Tdr,MDFRC_2014,7
Maireana appressa,Tdr,MDFRC_2014,7
Maireana brevifolia,Tdr,MDFRC_2014,7
Maireana decalvans,Tdr,MDFRC_2014,7
Maireana enchylaenoides,Tdr,MDFRC_2014,7
Maireana erioclada,Tdr,MDFRC_2014,7
Maireana humillima,Tdr,MDFRC_2014,7
Maireana pentagona,Tdr,MDFRC_2014,7
Maireana pentatropis,Tdr,MDFRC_2014,7
Maireana pyramidata,Tdr,MDFRC_2014,7
Maireana sclerolaenoides,Tdr,MDFRC_2014,7
Maireana sedifolia,Tdr,MDFRC_2014,7
Maireana sp.,Tdr,MDFRC_2014,7
Maireana triptera,Tdr,MDFRC_2014,7
Maireana turbinata,Tdr,MDFRC_2014,7
Malacocera tricornis,Tdr,MDFRC_2014,7
Malva nicaeensis,Tdr,MDFRC_2014,7
Malva parviflora,Tdr,MDFRC_2014,7
Malva preissiana,Tdr,MDFRC_2014,7
Malva sp.,Tdr,MDFRC_2014,7
Marrubium vulgare,Tdr,MDFRC_2014,7
Marsilea costulifera,ARp,MDFRC_2014,7
Marsilea drummondii,ARp,MDFRC_2014,7
Marsilea hirsuta,ARp,MDFRC_2014,7
Marsilea sp.,ARp,MDFRC_2014,7
Medicago minima,Tdr,MDFRC_2014,7
Medicago polymorpha,Tdr,MDFRC_2014,7
Medicago praecox,Tdr,MDFRC_2014,7
Medicago sp.,Tdr,MDFRC_2014,7
Medicago truncatula,Tdr,MDFRC_2014,7
Melaleuca halmaturorum,ATw,MDFRC_2014,7
Melilotus albus,Tdr,MDFRC_2014,7
Melilotus indicus,Tdr,MDFRC_2014,7
Mentha australis,Tda,MDFRC_2014,7
Mesembryanthemum crystallinum,Tdr,MDFRC_2014,7
Mesembryanthemum nodiflorum,Tdr,MDFRC_2014,7
Mimulus gracilis,Tda,MDFRC_2014,7
Mimulus prostratus,Tda,MDFRC_2014,7
Mimulus repens,ATl,MDFRC_2014,7
Minuria denticulata,Tda,MDFRC_2014,7
Minuria integerrima,Tda,MDFRC_2014,7
Modiola caroliniana,Tdr,MDFRC_2014,7
Mollugo cerviana,Tdr,MDFRC_2014,7
Monoculus monstrosus,Tdr,MDFRC_2014,7
Muehlenbeckia florulenta,ATw,MDFRC_2014,7
Muehlenbeckia horrida,ATw,MDFRC_2014,7
Myoporum parvifolium,Tdr,MDFRC_2014,7
Myosurus australis,Tda,MDFRC_2014,7
Myriophyllum aquaticum,ARp,MDFRC_2014,7
Myriophyllum caput-medusae,ARp,MDFRC_2014,7
Myriophyllum crispatum,ARp,MDFRC_2014,7
Myriophyllum papillosum,ARp,MDFRC_2014,7
Myriophyllum salsugineum,ARp,MDFRC_2014,7
Myriophyllum simulans,ARp,MDFRC_2014,7
Myriophyllum sp.,ARp,MDFRC_2014,7
Myriophyllum variifolium,ARp,MDFRC_2014,7
Myriophyllum verrucosum,ARp,MDFRC_2014,7
Najas tenuifolia,S,MDFRC_2014,7
Neobassia proceriflora,Tdr,MDFRC_2014,7
Neogunnia seplifraga,Tdr,MDFRC_2014,7
Nicotiana glauca,Tdr,MDFRC_2014,7
Nicotiana occidentalis subsp. obliqua,Tdr,MDFRC_2014,7
Nicotiana velutina,Tdr,MDFRC_2014,7
Nitella sp.,S,MDFRC_2014,7
Nothoscordum gracile,Tdr,MDFRC_2014,7
Nymphoides crenata,ARf,MDFRC_2014,7
Olearia pimeleoides,Tdr,MDFRC_2014,7
Omphalolappula concava,Tdr,MDFRC_2014,7
Onopordum acanthium,Tdr,MDFRC_2014,7
Onopordum acaulon,Tdr,MDFRC_2014,7
Ophioglossum lusitanicum,Tda,MDFRC_2014,7
Osteocarpum acropterum,Tdr,MDFRC_2014,7
Osteocarpum salsuginosum,Tdr,MDFRC_2014,7
Osteocarpum sp.,Tdr,MDFRC_2014,7
Ottelia ovalifolia subsp. ovalifolia,ARf,MDFRC_2014,7
Oxalis perennans,Tdr,MDFRC_2014,7
Oxalis pes-caprae,Tdr,MDFRC_2014,7
Oxalis radicosa,Tdr,MDFRC_2014,7
Oxalis sp.,Tdr,MDFRC_2014,7
Parapholis incurva,Tdr,MDFRC_2014,7
Parietaria debilis,Tdr,MDFRC_2014,7
Paspalidium jubiflorum,Tda,MDFRC_2014,7
Paspalum dilatatum,Tdr,MDFRC_2014,7
Paspalum distichum,ATe,MDFRC_2014,7
Pennisetum clandestinum,Tda,MDFRC_2014,7
Pentameris airoides,Tdr,MDFRC_2014,7
Persicaria decipiens,ATe,MDFRC_2014,7
Persicaria hydropiper,ATe,MDFRC_2014,7
Persicaria lapathifolia,ATe,MDFRC_2014,7
Persicaria prostrata,ATl,MDFRC_2014,7
Petrorhagia dubia,Tdr,MDFRC_2014,7
Phalaris aquatica,Tda,MDFRC_2014,7
Phalaris arundinacea,Tda,MDFRC_2014,7
Phalaris minor,Tda,MDFRC_2014,7
Phalaris paradoxa,Tda,MDFRC_2014,7
Phragmites australis,ATe,MDFRC_2014,7
Phyla canescens,ATl,MDFRC_2014,7
Phyllanthus lacunarius,Tda,MDFRC_2014,7
Physalis viscosa,Tdr,MDFRC_2014,7
Picris angustifolia,Tdr,MDFRC_2014,7
Picris sp.,Tdr,MDFRC_2014,7
Picris squarrosa,Tdr,MDFRC_2014,7
Pilularia novae-hollandiae,ATl,MDFRC_2014,7
Pimelea trichostachya,Tdr,MDFRC_2014,7
Pittosporum angustifolium,Tdr,MDFRC_2014,7
Plagiobothrys plurisepaleus,Tda,MDFRC_2014,7
Plantago coronopus,Tdr,MDFRC_2014,7
Plantago cunninghamii,Tda,MDFRC_2014,7
Plantago drummondii,Tda,MDFRC_2014,7
Plantago gaudichaudii,Tdr,MDFRC_2014,7
Plantago lanceolata,Tdr,MDFRC_2014,7
Plantago major,Tdr,MDFRC_2014,7
Plantago turrifera,Tdr,MDFRC_2014,7
Plantago varia,Tdr,MDFRC_2014,7
Poa annua,Tdr,MDFRC_2014,7
Poa labillardierei var. labillardierei  ,Tda,MDFRC_2014,7
Podolepis capillaris,Tdr,MDFRC_2014,7
Pogonolepis muelleriana,Tdr,MDFRC_2014,7
Polycalymma stuartii,Tdr,MDFRC_2014,7
Polycarpon tetraphyllum,Tda,MDFRC_2014,7
Polygonum arenastrum,Tda,MDFRC_2014,7
Polygonum aviculare,Tdr,MDFRC_2014,7
Polygonum plebeium,Tda,MDFRC_2014,7
Polypogon monspeliensis,ATe,MDFRC_2014,7
Portulaca oleracea,Tdr,MDFRC_2014,7
Potamogeton cheesemanii,ARp,MDFRC_2014,7
Potamogeton crispus,S,MDFRC_2014,7
Potamogeton ochreatus,S,MDFRC_2014,7
Potamogeton pectinatus,S,MDFRC_2014,7
Potamogeton sulcatus,ARp,MDFRC_2014,7
Pseudoraphis spinescens,ARp,MDFRC_2014,7
Psilocaulon granulicaule,Tdr,MDFRC_2014,7
Psilocaulon tenue,Tdr,MDFRC_2014,7
Ptilotus obovatus,Tdr,MDFRC_2014,7
Ptilotus sp.,Tdr,MDFRC_2014,7
Ptilotus spathulatus f. spathulatus,Tdr,MDFRC_2014,7
Puccinellia sp.,Tda,MDFRC_2014,7
Pycnosorus globosus,Tdr,MDFRC_2014,7
Pycnosorus pleiocephalus,Tdr,MDFRC_2014,7
Ranunculus inundatus,ATl,MDFRC_2014,7
Ranunculus lappaceus,Tda,MDFRC_2014,7
Ranunculus pentandrus var. platycarpus,Tda,MDFRC_2014,7
Ranunculus pumilio,Tda,MDFRC_2014,7
Ranunculus sceleratus,ATe,MDFRC_2014,7
Ranunculus sessiliflorus,Tda,MDFRC_2014,7
Ranunculus trichophyllus,S,MDFRC_2014,7
Ranunculus trilobus,Tda,MDFRC_2014,7
Raphanus raphanistrum,Tda,MDFRC_2014,7
Rapistrum rugosum,Tdr,MDFRC_2014,7
Reichardia tingitana,Tdr,MDFRC_2014,7
Reseda luteola,Tdr,MDFRC_2014,7
Rhagodia sp.,Tdr,MDFRC_2014,7
Rhagodia spinescens,Tdr,MDFRC_2014,7
Rhodanthe corymbiflora,Tdr,MDFRC_2014,7
Rhodanthe floribunda,Tdr,MDFRC_2014,7
Rhodanthe moschata,Tdr,MDFRC_2014,7
Rhodanthe pygmaea,Tdr,MDFRC_2014,7
Rhodanthe stuartiana,Tdr,MDFRC_2014,7
Romulea rosea,Tdr,MDFRC_2014,7
Rorippa eustylis,Tda,MDFRC_2014,7
Rorippa laciniata,Tda,MDFRC_2014,7
Rorippa nasturtium-aquaticum,ATe,MDFRC_2014,7
Rorippa palustris,Tda,MDFRC_2014,7
Rosa rubiginosa,Tdr,MDFRC_2014,7
Rosa sp.,Tdr,MDFRC_2014,7
Rostraria cristata,Tdr,MDFRC_2014,7
Rostraria pumila,Tdr,MDFRC_2014,7
Rubus anglocandicans,Tda,MDFRC_2014,7
Rubus ulmifolius,Tda,MDFRC_2014,7
Rumex bidens,ATe,MDFRC_2014,7
Rumex brownii,Tda,MDFRC_2014,7
Rumex conglomeratus,Tda,MDFRC_2014,7
Rumex crystallinus,Tda,MDFRC_2014,7
Rumex dumosus,Tda,MDFRC_2014,7
Rumex pulcher,Tda,MDFRC_2014,7
Rumex tenax,Tda,MDFRC_2014,7
Ruppia megacarpa,S,MDFRC_2014,7
Ruppia polycarpa,S,MDFRC_2014,7
Ruppia tuberosa,S,MDFRC_2014,7
Rytidosperma caespitosum,Tdr,MDFRC_2014,7
Rytidosperma duttonianum,Tdr,MDFRC_2014,7
Rytidosperma erianthum,Tdr,MDFRC_2014,7
Rytidosperma fulvum  ,Tdr,MDFRC_2014,7
Rytidosperma racemosum var. racemosum,Tdr,MDFRC_2014,7
Rytidosperma setaceum,Tdr,MDFRC_2014,7
Rytidosperma sp.,Tdr,MDFRC_2014,7
Salix babylonica,ATw,MDFRC_2014,7
Salsola australis,Tdr,MDFRC_2014,7
Salvia verbenaca,Tdr,MDFRC_2014,7
Samolus repens,Tda,MDFRC_2014,7
Santalum sp.,Tdr,MDFRC_2014,7
Sarcocornia quinqueflora,ATe,MDFRC_2014,7
Sarcozona praecox,Tdr,MDFRC_2014,7
Sauropus trachyspermus,Tdr,MDFRC_2014,7
Scabiosa atropurpurea,Tdr,MDFRC_2014,7
Schenkia australis,Tdr,MDFRC_2014,7
Schismus barbatus,Tdr,MDFRC_2014,7
Schoenoplectus pungens,ATe,MDFRC_2014,7
Schoenoplectus tabernaemontani,ATe,MDFRC_2014,7
Schoenus sp.,ATe,MDFRC_2014,7
Scleranthus minusculus,Tdr,MDFRC_2014,7
Scleroblitum atriplicinum,Tdr,MDFRC_2014,7
Sclerolaena bicornis,Tdr,MDFRC_2014,7
Sclerolaena blackiana,Tdr,MDFRC_2014,7
Sclerolaena brachyptera,Tdr,MDFRC_2014,7
Sclerolaena calcarata,Tdr,MDFRC_2014,7
Sclerolaena cuneata,Tdr,MDFRC_2014,7
Sclerolaena decurrens,Tdr,MDFRC_2014,7
Sclerolaena diacantha,Tdr,MDFRC_2014,7
Sclerolaena divaricata,Tdr,MDFRC_2014,7
Sclerolaena intricata,Tdr,MDFRC_2014,7
Sclerolaena muricata,Tdr,MDFRC_2014,7
Sclerolaena obliquicuspis,Tdr,MDFRC_2014,7
Sclerolaena parviflora,Tdr,MDFRC_2014,7
Sclerolaena patenticuspis,Tdr,MDFRC_2014,7
Sclerolaena sp.,Tdr,MDFRC_2014,7
Sclerolaena stelligera,Tdr,MDFRC_2014,7
Sclerolaena tricuspis,Tdr,MDFRC_2014,7
Sclerolaena ventricosa,Tdr,MDFRC_2014,7
Scorzonera laciniata,Tdr,MDFRC_2014,7
Senecio campylocarpus,Tda,MDFRC_2014,7
Senecio cunninghamii var. cunninghamii,Tdr,MDFRC_2014,7
Senecio glossanthus,Tda,MDFRC_2014,7
Senecio minimus,Tda,MDFRC_2014,7
Senecio pterophorus,Tdr,MDFRC_2014,7
Senecio quadridentatus,Tdr,MDFRC_2014,7
Senecio runcinifolius,Tda,MDFRC_2014,7
Sherardia arvensis,Tdr,MDFRC_2014,7
Sida ammophila,Tdr,MDFRC_2014,7
Sida corrugata,Tdr,MDFRC_2014,7
Sida intricata,Tdr,MDFRC_2014,7
Sida petrophila,Tdr,MDFRC_2014,7
Sida sp.,Tdr,MDFRC_2014,7
Sida species A,Tdr,MDFRC_2014,7
Sida trichopoda,Tdr,MDFRC_2014,7
Sigesbeckia orientalis,Tda,MDFRC_2014,7
Silene apetala,Tdr,MDFRC_2014,7
Silene gallica,Tdr,MDFRC_2014,7
Silene sp.,Tdr,MDFRC_2014,7
Silybum marianum,Tdr,MDFRC_2014,7
Sisymbrium erysimoides,Tdr,MDFRC_2014,7
Sisymbrium orientale,Tdr,MDFRC_2014,7
Sisymbrium sp.,Tdr,MDFRC_2014,7
Solanum esuriale,Tdr,MDFRC_2014,7
Solanum lacunarium,Tda,MDFRC_2014,7
Solanum nigrum,Tdr,MDFRC_2014,7
Solanum oligacanthum,Tda,MDFRC_2014,7
Solanum simile,Tda,MDFRC_2014,7
Solenogyne dominii,Tdr,MDFRC_2014,7
Soliva anthemifolia,Tdr,MDFRC_2014,7
Sonchus asper,Tdr,MDFRC_2014,7
Sonchus oleraceus,Tdr,MDFRC_2014,7
Spergularia brevifolia,Tda,MDFRC_2014,7
Spergularia diandra,Tdr,MDFRC_2014,7
Spergularia marina,Tdr,MDFRC_2014,7
Spergularia media,Tdr,MDFRC_2014,7
Spergularia rubra,Tdr,MDFRC_2014,7
Spirodela sp.,ARf,MDFRC_2014,7
Sporobolus mitchellii,Tda,MDFRC_2014,7
Stackhousia sp.,Tdr,MDFRC_2014,7
Stackhousia subterranea,Tdr,MDFRC_2014,7
Stellaria angustifolia,Tda,MDFRC_2014,7
Stellaria caespitosa,ATl,MDFRC_2014,7
Stellaria media,Tdr,MDFRC_2014,7
Stemodia florulenta,Tda,MDFRC_2014,7
Stemodia glabella,Tda,MDFRC_2014,7
Stenopetalum lineare,Tdr,MDFRC_2014,7
Suaeda australis,ATe,MDFRC_2014,7
Swainsona procumbens,Tda,MDFRC_2014,7
Taraxacum bracteatum,Tdr,MDFRC_2014,7
Taraxacum Sect. Hamata,Tdr,MDFRC_2014,7
Tecticornia pergranulata,ATe,MDFRC_2014,7
Tecticornia triandra,Tdr,MDFRC_2014,7
Tetragonia moorei,Tdr,MDFRC_2014,7
Tetragonia tetragonioides,Tdr,MDFRC_2014,7
Teucrium racemosum,Tdr,MDFRC_2014,7
Trachymene cyanopetala,Tdr,MDFRC_2014,7
Tribulus terrestris,Tdr,MDFRC_2014,7
Trifolium angustifolium var. angustifolium,Tdr,MDFRC_2014,7
Trifolium arvense var. arvense,Tdr,MDFRC_2014,7
Trifolium campestre var. campestre,Tdr,MDFRC_2014,7
Trifolium cernuum,Tdr,MDFRC_2014,7
Trifolium dubium,Tdr,MDFRC_2014,7
Trifolium fragiferum var. fragiferum,Tdr,MDFRC_2014,7
Trifolium glomeratum,Tdr,MDFRC_2014,7
Trifolium repens var. repens,Tdr,MDFRC_2014,7
Trifolium sp.,Tdr,MDFRC_2014,7
Trifolium striatum,Tdr,MDFRC_2014,7
Trifolium subterraneum,Tdr,MDFRC_2014,7
Trifolium suffocatum,Tdr,MDFRC_2014,7
Trifolium tomentosum var. tomentosum,Tdr,MDFRC_2014,7
Triglochin multifructa,ATe,MDFRC_2014,7
Triglochin procera,ATe,MDFRC_2014,7
Triglochin sp.,ATe,MDFRC_2014,7
Triglochin striata,ATe,MDFRC_2014,7
Trigonella suavissima,Tda,MDFRC_2014,7
Triticum sp.,Tdr,MDFRC_2014,7
Typha domingensis,ATe,MDFRC_2014,7
Typha orientalis,ATe,MDFRC_2014,7
Typha sp.,ATe,MDFRC_2014,7
Urtica incisa,Tdr,MDFRC_2014,7
Urtica sp.,Tdr,MDFRC_2014,7
Urtica urens,Tdr,MDFRC_2014,7
Utricularia australis,ARp,MDFRC_2014,7
Vallisneria australis,S,MDFRC_2014,7
Verbascum virgatum,Tdr,MDFRC_2014,7
Verbena bonariensis,Tdr,MDFRC_2014,7
Verbena officinalis,Tdr,MDFRC_2014,7
Verbena sp.,Tdr,MDFRC_2014,7
Verbena supina,Tdr,MDFRC_2014,7
Veronica catenata,ATe,MDFRC_2014,7
Veronica peregrina,Tda,MDFRC_2014,7
Vicia monantha subsp. triflora,Tdr,MDFRC_2014,7
Vicia sativa,Tdr,MDFRC_2014,7
Vicia sp.,Tdr,MDFRC_2014,7
Viola betonicifolia,Tda,MDFRC_2014,7
Viola hederacea,Tda,MDFRC_2014,7
Vittadinia cervicularis,Tdr,MDFRC_2014,7
Vittadinia cuneata,Tdr,MDFRC_2014,7
Vittadinia dissecta,Tdr,MDFRC_2014,7
Vittadinia eremaea,Tdr,MDFRC_2014,7
Vittadinia gracilis,Tdr,MDFRC_2014,7
Vittadinia pterochaeta,Tdr,MDFRC_2014,7
Vittadinia sp.,Tdr,MDFRC_2014,7
Vittadinia sulcata,Tdr,MDFRC_2014,7
Vulpia bromoides,Tdr,MDFRC_2014,7
Vulpia muralis,Tdr,MDFRC_2014,7
Vulpia sp.,Tdr,MDFRC_2014,7
Wahlenbergia fluminalis,Tda,MDFRC_2014,7
Wahlenbergia gracilenta,Tdr,MDFRC_2014,7
Wahlenbergia gracilis,Tdr,MDFRC_2014,7
Wahlenbergia littoricola,Tdr,MDFRC_2014,7
Wilsonia rotundifolia,Tda,MDFRC_2014,7
Xanthium spinosum,Tdr,MDFRC_2014,7
Xanthium strumarium,Tda,MDFRC_2014,7
Xerochrysum bracteatum,Tdr,MDFRC_2014,7
Xerochrysum viscosum,Tdr,MDFRC_2014,7
Zygophyllum ammophilum,Tdr,MDFRC_2014,7
Zygophyllum glaucum,Tdr,MDFRC_2014,7
Zygophyllum iodocarpum,Tdr,MDFRC_2014,7
Zygophyllum sp.,Tdr,MDFRC_2014,7
Acacia dorothea,Tdr,Johns_2015,8
Acacia melanoxylon,Tdr,Johns_2015,8
Agrostis bettyae,ATe,Johns_2015,8
Allocasuarina nana,Tdr,Johns_2015,8
Arthropodium milleflorum,Tda,Johns_2015,8
Baeckea linifolia,ATw,Johns_2015,8
Baeckea utilis,ATw,Johns_2015,8
Baloskion australe,ATe,Johns_2015,8
Baloskion gracile,ATe,Johns_2015,8
Baloskion sp.,ATe,Johns_2015,8
Banksia cunninghamii,Tdr,Johns_2015,8
Banksia ericifolia,ATw,Johns_2015,8
Banksia marginata,Tdr,Johns_2015,8
Banksia sp.,Tdr,Johns_2015,8
Baumea rubiginosa,ATe,Johns_2015,8
Baumea sp.,ATe,Johns_2015,8
Billardiera scandens,Tdr,Johns_2015,8
Blechnum ambiguum,Tda,Johns_2015,8
Blechnum nudum,ATe,Johns_2015,8
Blechnum sp.,ATe,Johns_2015,8
Boronia deanei,Tda,Johns_2015,8
Boronia microphylla,Tdr,Johns_2015,8
Bossiaea lenticularis,Tda,Johns_2015,8
Callistemon pityoides,ATw,Johns_2015,8
Carex sp.,ATe,Johns_2015,8
Celmisia longifolia,ATe,Johns_2015,8
Centaurium erythraea,Tda,Johns_2015,8
Centella asiatica,Tda,Johns_2015,8
Centipeda minima,ATl,Johns_2015,8
Cirsium vulgare,Tda,Johns_2015,8
Conospermum taxifolium,Tda,Johns_2015,8
Conyza sp.,Tda,Johns_2015,8
Coronidium scorpioides,Tda,Johns_2015,8
Cyperaceae indeterminate,ATe,Johns_2015,8
Dampiera stricta,Tdr,Johns_2015,8
Daviesia latifolia,Tdr,Johns_2015,8
Derwentia blakelyi,Tdr,Johns_2015,8
Deyeuxia gunniana,Tda,Johns_2015,8
Dianella tasmanica,Tdr,Johns_2015,8
Dichelachne inaequiglumis,Tda,Johns_2015,8
Dichondra repens,Tda,Johns_2015,8
Dichondra sp. (Glabrous leaves),Tda,Johns_2015,8
Drosera spatulata,Tda,Johns_2015,8
Eleocharis gracilis,ATe,Johns_2015,8
Eleocharis sp.,ATe,Johns_2015,8
Empodisma minus,ATe,Johns_2015,8
Epacris microphylla,ATw,Johns_2015,8
Epacris obtusifolia,ATw,Johns_2015,8
Epacris paludosa,ATw,Johns_2015,8
Eriochilus cucullatus,Tdr,Johns_2015,8
Eucalyptus blaxlandii,Tdr,Johns_2015,8
Eucalyptus dalrympleana,Tdr,Johns_2015,8
Eucalyptus dives,Tdr,Johns_2015,8
Eucalyptus mannifera,Tdr,Johns_2015,8
Eucalyptus oreades,Tdr,Johns_2015,8
Eucalyptus pauciflora,Tdr,Johns_2015,8
Eucalyptus radiata,Tdr,Johns_2015,8
Eucalyptus sieberi,Tdr,Johns_2015,8
Eucalyptus sp.,Tdr,Johns_2015,8
Eucalyptus sp. (seedling),Tdr,Johns_2015,8
Euchiton involucratus,Tda,Johns_2015,8
Gahnia filifolia,Tdr,Johns_2015,8
Gahnia sieberiana,ATe,Johns_2015,8
Galium gaudichaudii,Tdr,Johns_2015,8
Galium sp.,Tdr,Johns_2015,8
